Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
385,Chandler Parsons\parsoch01,SF,31,ATL,5,0,10.8,1.0,3.6,.278,0.8,2.8,.286,0.2,0.8,.250,.389,0.0,0.0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8
386,Eric Paschall\pascher01,PF,23,GSW,60,26,27.6,5.3,10.7,.497,0.6,2.2,.287,4.7,8.5,.550,.526,2.7,3.5,.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14.0
387,Anžejs Pasečņiks\pasecan01,C,24,WAS,24,0,16.9,2.3,4.4,.528,0.0,0.1,.000,2.3,4.3,.538,.528,1.3,2.3,.593,1.6,2.5,4.1,0.7,0.3,0.5,0.9,2.7,6.0
388,Patrick Patterson\pattepa01,PF,30,LAC,52,18,12.1,1.5,3.7,.411,1.1,2.8,.392,0.4,0.9,.468,.558,0.5,0.7,.794,0.6,1.8,2.4,0.6,0.1,0.1,0.3,0.8,4.6
389,Justin Patton\pattoju01,C,22,OKC,5,0,4.8,0.8,2.0,.400,0.2,0.8,.250,0.6,1.2,.500,.450,0.0,0.0,,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8
390,Chris Paul\paulch01,PG,34,OKC,63,63,31.8,6.3,12.8,.489,1.6,4.4,.362,4.7,8.3,.557,.552,3.6,4.0,.900,0.3,4.6,4.9,6.8,1.6,0.1,2.2,2.2,17.7
391,Cameron Payne\payneca01,G,25,PHO,1,0,19.0,4.0,7.0,.571,1.0,2.0,.500,3.0,5.0,.600,.643,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,9.0
392,Elfrid Payton\paytoel01,PG,25,NYK,45,36,27.7,4.3,9.8,.439,0.3,1.5,.203,4.0,8.2,.482,.455,1.1,1.9,.570,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0
393,Gary Payton II\paytoga02,PG,27,WAS,29,17,14.9,1.7,4.0,.414,0.4,1.6,.283,1.2,2.4,.500,.470,0.1,0.3,.500,0.9,1.9,2.8,1.7,1.1,0.2,0.7,1.9,3.9
394,Norvel Pelle\pelleno01,C,26,PHI,20,0,8.9,0.9,1.8,.514,0.0,0.0,,0.9,1.8,.514,.514,0.3,0.6,.500,0.8,2.2,3.0,0.4,0.1,1.3,0.7,2.0,2.1
395,Theo Pinson\pinsoth01,SG,24,BRK,33,0,11.1,1.4,4.7,.290,0.5,2.4,.188,0.9,2.3,.400,.339,0.5,0.5,.938,0.3,1.3,1.6,1.7,0.5,0.1,1.0,1.1,3.6
396,Mason Plumlee\plumlma01,C,29,DEN,53,1,17.0,2.9,4.7,.617,0.0,0.1,.000,2.9,4.6,.627,.617,1.4,2.6,.536,1.7,3.6,5.3,2.4,0.5,0.6,1.4,2.4,7.2
397,Jakob Poeltl\poeltja01,C,24,SAS,59,11,16.9,2.3,3.8,.613,0.0,0.0,,2.3,3.8,.613,.613,0.6,1.3,.487,1.8,3.5,5.4,1.8,0.5,1.5,0.8,1.7,5.3
398,Vincent Poirier\poirivi01,C,26,BOS,21,0,5.4,0.8,1.6,.485,0.0,0.1,.500,0.7,1.5,.484,.500,0.3,0.3,.857,0.5,1.1,1.6,0.3,0.1,0.3,0.3,1.1,1.9
399,Shamorie Ponds\pondssh01,PG,21,TOR,4,0,2.8,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.5,0.5,1.000,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3
400,Jordan Poole\poolejo01,SG,20,GSW,57,14,22.4,2.9,8.8,.333,1.3,4.6,.279,1.6,4.2,.392,.406,1.7,2.1,.798,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8
401,Kevin Porter Jr.\porteke02,SF,19,CLE,50,3,23.2,3.7,8.4,.442,1.1,3.2,.335,2.7,5.3,.506,.505,1.5,2.0,.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10.0
402,Michael Porter Jr.\portemi01,PF,21,DEN,48,1,14.0,2.9,5.9,.495,0.9,2.1,.422,2.0,3.8,.536,.570,0.7,0.9,.767,1.1,3.0,4.1,0.7,0.4,0.4,0.7,1.6,7.5
403,Otto Porter\porteot01,SF,26,CHI,14,9,23.6,4.4,10.0,.443,1.7,4.4,.387,2.7,5.6,.487,.529,1.4,1.9,.704,0.9,2.5,3.4,1.8,1.1,0.4,0.8,2.2,11.9
404,Bobby Portis\portibo01,C,24,NYK,66,5,21.1,4.0,8.9,.450,1.0,2.8,.358,3.0,6.1,.493,.507,1.1,1.4,.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,1.7,10.1
405,Kristaps Porziņģis\porzikr01,PF,24,DAL,52,52,31.5,6.8,16.0,.422,2.5,7.1,.350,4.3,8.9,.480,.499,3.6,4.6,.782,1.8,7.8,9.6,1.8,0.7,2.1,1.7,3.1,19.6
406,Dwight Powell\poweldw01,C,28,DAL,40,37,26.5,3.7,5.7,.638,0.3,1.0,.256,3.4,4.8,.716,.659,1.9,2.8,.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4
407,Norman Powell\powelno01,SG,26,TOR,44,23,28.8,5.9,11.7,.502,2.1,5.4,.398,3.8,6.4,.589,.593,2.5,3.0,.838,0.5,3.1,3.7,1.8,1.3,0.4,1.5,2.1,16.4
408,Chasson Randle\randlch01,PG,26,GSW,3,0,13.3,0.0,1.3,.000,0.0,0.7,.000,0.0,0.7,.000,.000,1.7,2.0,.833,0.0,0.7,0.7,1.7,0.7,0.0,0.0,1.0,1.7
409,Julius Randle\randlju01,PF,25,NYK,64,64,32.5,7.2,15.7,.460,1.0,3.6,.277,6.2,12.1,.515,.492,4.0,5.5,.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,2.8,19.5
410,Josh Reaves\reavejo02,SG,22,DAL,2,0,0.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Cam Reddish\reddica01,SF,20,ATL,58,34,26.7,3.7,9.6,.384,1.4,4.3,.332,2.2,5.2,.428,.459,1.7,2.2,.802,0.6,3.1,3.7,1.5,1.1,0.5,1.7,2.3,10.5
412,J.J. Redick\redicjj01,SG,35,NOP,55,35,26.4,4.7,10.4,.450,2.9,6.4,.450,1.8,4.0,.450,.589,2.7,3.0,.904,0.2,2.4,2.6,2.0,0.3,0.2,1.2,1.6,15.0
413,Naz Reid\reidna01,C,20,MIN,30,11,16.5,3.3,8.1,.412,1.1,3.2,.330,2.3,4.9,.466,.477,1.2,1.8,.698,1.1,3.0,4.1,1.2,0.6,0.7,0.7,2.8,9.0
414,Josh Richardson\richajo01,SG,26,PHI,48,46,30.7,5.1,12.0,.429,1.5,4.5,.327,3.7,7.5,.489,.490,2.1,2.7,.789,0.8,2.6,3.4,3.1,0.9,0.7,1.9,2.5,13.8
415,Austin Rivers\riverau01,SG,27,HOU,61,4,23.3,3.0,7.2,.423,1.4,3.9,.356,1.7,3.3,.500,.518,1.0,1.5,.670,0.4,2.0,2.4,1.6,0.7,0.2,0.6,1.8,8.5
416,Duncan Robinson\robindu01,SF,25,MIA,65,60,30.0,4.4,9.4,.467,3.7,8.4,.448,0.7,1.1,.614,.665,0.7,0.8,.906,0.1,3.1,3.3,1.4,0.5,0.2,0.9,2.8,13.3
417,Glenn Robinson III\robingl02,SF,26,TOT,60,52,29.1,4.7,9.6,.486,1.2,3.2,.387,3.5,6.5,.535,.550,1.2,1.4,.867,1.3,3.0,4.3,1.6,0.9,0.3,0.9,1.6,11.8
417,Glenn Robinson III\robingl02,SF,26,GSW,48,48,31.6,5.1,10.6,.481,1.4,3.5,.400,3.7,7.0,.522,.548,1.3,1.5,.851,1.4,3.3,4.7,1.8,0.9,0.3,1.0,1.7,12.9
417,Glenn Robinson III\robingl02,SF,26,PHI,12,4,18.9,3.1,5.9,.521,0.5,1.8,.286,2.6,4.2,.620,.563,0.8,0.8,1.000,1.0,1.8,2.8,0.9,0.7,0.2,0.3,1.3,7.4
418,Jerome Robinson\robinje01,SG,22,TOT,56,4,13.9,1.5,4.0,.364,0.6,2.0,.318,0.8,2.1,.409,.442,0.4,0.6,.688,0.2,1.8,1.9,1.2,0.4,0.3,0.6,1.5,3.9
418,Jerome Robinson\robinje01,SG,22,LAC,42,1,11.3,1.1,3.2,.338,0.5,1.6,.284,0.6,1.6,.391,.408,0.3,0.5,.579,0.1,1.3,1.4,1.1,0.3,0.2,0.6,1.3,2.9
418,Jerome Robinson\robinje01,SG,22,WAS,14,3,21.7,2.6,6.4,.404,1.1,3.1,.372,1.4,3.3,.435,.494,0.8,0.9,.846,0.3,3.1,3.4,1.4,0.7,0.4,0.7,2.2,7.1
419,Justin Robinson\robinju01,PG,22,WAS,9,0,5.4,0.6,1.3,.417,0.3,0.6,.600,0.2,0.8,.286,.542,0.0,0.0,,0.1,0.4,0.6,0.8,0.0,0.1,0.3,0.2,1.4
420,Mitchell Robinson\robinmi01,C,21,NYK,61,7,23.1,4.1,5.6,.742,0.0,0.0,,4.1,5.6,.742,.742,1.4,2.4,.568,3.0,4.0,7.0,0.6,0.9,2.0,0.6,3.2,9.7
421,Isaiah Roby\robyis01,SF,21,OKC,3,0,3.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0
422,Rajon Rondo\rondora01,PG,33,LAL,48,3,20.5,2.9,6.8,.418,0.9,2.6,.328,2.0,4.2,.473,.480,0.6,0.9,.659,0.5,2.5,3.0,5.0,0.8,0.0,1.9,1.2,7.1
423,Derrick Rose\rosede01,PG,31,DET,50,15,26.0,7.4,15.1,.490,0.9,2.9,.306,6.5,12.1,.535,.520,2.4,2.8,.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1.0,18.1
424,Terrence Ross\rosste01,SG,28,ORL,64,0,27.3,5.0,12.3,.406,2.5,7.2,.354,2.4,5.1,.480,.510,2.1,2.5,.846,0.2,3.0,3.2,1.2,1.1,0.3,1.0,1.5,14.7
425,Terry Rozier\roziete01,PG,25,CHO,63,63,34.3,6.3,14.9,.423,2.7,6.7,.407,3.6,8.2,.436,.514,2.6,3.0,.874,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0,18.0
426,Ricky Rubio\rubiori01,PG,29,PHO,58,58,31.6,4.4,10.7,.413,1.2,3.3,.351,3.2,7.4,.440,.467,3.1,3.7,.858,0.7,3.9,4.6,8.9,1.6,0.2,2.7,2.5,13.1
427,D'Angelo Russell\russeda01,PG,23,TOT,45,45,32.3,8.0,18.8,.426,3.5,9.6,.367,4.5,9.2,.487,.519,3.6,4.4,.809,0.4,3.6,3.9,6.3,1.1,0.3,3.3,1.9,23.1
427,D'Angelo Russell\russeda01,PG,23,GSW,33,33,32.1,8.3,19.2,.430,3.6,9.7,.374,4.6,9.5,.487,.524,3.4,4.4,.785,0.4,3.3,3.7,6.2,0.9,0.3,3.1,1.9,23.6
427,D'Angelo Russell\russeda01,PG,23,MIN,12,12,32.7,7.3,17.6,.412,3.2,9.2,.345,4.1,8.4,.485,.502,4.0,4.6,.873,0.3,4.3,4.6,6.6,1.4,0.3,3.8,1.8,21.7
428,Domantas Sabonis\sabondo01,C,23,IND,62,62,34.8,7.4,13.7,.540,0.3,1.1,.254,7.1,12.6,.565,.550,3.5,4.8,.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1,18.5
429,Luka Šamanić\samanlu01,PF,20,SAS,1,0,12.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
430,JaKarr Sampson\sampsja02,SF,26,IND,26,10,13.1,1.8,3.1,.593,0.1,0.5,.154,1.8,2.6,.676,.605,0.4,0.8,.550,0.6,1.7,2.3,0.3,0.3,0.3,0.3,1.7,4.2
431,Dario Šarić\saricda01,PF,25,PHO,59,50,24.9,3.7,8.1,.464,1.3,3.7,.346,2.5,4.4,.564,.543,1.4,1.7,.842,1.5,4.4,5.9,1.9,0.6,0.3,1.3,2.3,10.2
432,Tomáš Satoranský\satorto01,PG,28,CHI,65,64,28.9,3.6,8.5,.430,1.0,3.1,.322,2.7,5.4,.491,.488,1.6,1.9,.876,1.2,2.7,3.9,5.4,1.2,0.1,2.0,2.1,9.9
433,Admiral Schofield\schofad01,SF,22,WAS,28,2,10.6,1.1,2.8,.390,0.5,1.7,.292,0.6,1.0,.552,.481,0.3,0.5,.692,0.2,1.1,1.3,0.5,0.3,0.1,0.3,1.5,3.0
434,Dennis Schröder\schrode01,PG,26,OKC,63,1,31.0,7.0,15.0,.468,1.9,5.1,.381,5.1,9.9,.512,.532,3.1,3.7,.839,0.3,3.4,3.7,4.1,0.7,0.2,2.5,2.2,19.0
435,Mike Scott\scottmi01,PF,31,PHI,63,10,17.8,2.1,5.1,.408,1.2,3.2,.358,0.9,1.8,.496,.522,0.4,0.5,.833,0.9,2.7,3.6,0.8,0.3,0.1,0.4,1.3,5.7
436,Thabo Sefolosha\sefolth01,PF,35,HOU,41,0,10.6,0.9,2.2,.407,0.4,1.3,.278,0.5,0.9,.595,.489,0.1,0.2,.375,0.5,1.8,2.3,0.6,0.6,0.3,0.4,1.0,2.2
437,Collin Sexton\sextoco01,SG,21,CLE,65,65,33.0,7.9,16.7,.472,1.5,3.9,.380,6.4,12.8,.501,.517,3.5,4.1,.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,20.8
438,Landry Shamet\shamela01,SG,22,LAC,48,27,27.4,3.1,7.5,.409,2.2,5.7,.385,0.9,1.8,.488,.556,1.2,1.3,.905,0.1,1.8,1.9,1.8,0.4,0.2,0.8,2.7,9.5
439,Marial Shayok\shayoma01,SG,24,PHI,2,0,5.0,0.5,2.5,.200,0.5,1.5,.333,0.0,1.0,.000,.300,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,1.5
440,Iman Shumpert\shumpim01,SG,29,BRK,13,0,18.5,1.6,4.9,.328,0.6,2.5,.242,1.0,2.4,.419,.391,0.3,0.5,.571,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2
441,Pascal Siakam\siakapa01,PF,25,TOR,53,53,35.5,8.7,18.9,.459,2.2,6.0,.359,6.5,12.8,.506,.517,4.2,5.2,.800,1.1,6.5,7.5,3.6,1.0,0.9,2.5,2.8,23.6
442,Chris Silva\silvach01,PF,23,MIA,41,0,7.5,1.0,1.7,.623,0.0,0.0,.000,1.0,1.6,.642,.623,0.8,1.2,.694,1.3,1.3,2.7,0.5,0.2,0.4,0.8,2.0,2.9
443,Ben Simmons\simmobe01,PG,23,PHI,54,54,35.7,6.7,11.4,.585,0.0,0.1,.333,6.6,11.3,.588,.587,3.3,5.3,.627,2.0,5.8,7.8,8.2,2.1,0.6,3.6,3.2,16.7
444,Anfernee Simons\simonan01,SG,20,POR,65,4,21.5,3.2,8.1,.402,1.1,3.4,.338,2.1,4.7,.448,.472,1.2,1.4,.826,0.4,1.9,2.3,1.5,0.4,0.2,0.9,2.0,8.8
445,Alen Smailagić\smailal01,PF,19,GSW,14,0,9.9,1.4,2.9,.500,0.2,0.9,.231,1.2,1.9,.630,.538,1.1,1.4,.842,0.7,1.2,1.9,0.9,0.2,0.3,0.8,1.0,4.2
446,Marcus Smart\smartma01,SG,25,BOS,54,39,32.5,4.6,11.9,.384,2.4,6.9,.350,2.1,5.0,.431,.486,2.1,2.5,.830,0.8,3.1,3.9,4.8,1.6,0.5,1.7,2.6,13.6
447,Dennis Smith Jr.\smithde03,PG,22,NYK,34,3,15.8,2.1,6.2,.341,0.5,1.6,.296,1.6,4.6,.357,.379,0.8,1.6,.509,0.6,1.7,2.3,2.9,0.8,0.2,1.7,1.9,5.5
448,Ish Smith\smithis01,PG,31,WAS,61,19,26.2,4.4,9.8,.451,0.9,2.5,.368,3.5,7.3,.479,.497,0.8,1.1,.686,0.5,2.7,3.2,4.8,0.9,0.4,1.3,1.4,10.6
449,J.R. Smith\smithjr01,SG,34,LAL,1,0,8.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
450,Zhaire Smith\smithzh01,SG,20,PHI,7,0,4.6,0.4,1.6,.273,0.0,0.4,.000,0.4,1.1,.375,.273,0.3,0.6,.500,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1
451,Tony Snell\snellto01,SF,28,DET,59,57,27.8,2.9,6.5,.445,1.7,4.3,.402,1.2,2.2,.531,.579,0.5,0.5,1.000,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0
452,Omari Spellman\spellom01,PF,22,GSW,49,3,18.1,2.6,6.0,.431,0.9,2.2,.391,1.7,3.8,.454,.503,1.5,1.9,.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6
453,Max Strus\strusma01,SG,23,CHI,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5
454,Edmond Sumner\sumneed01,PG,24,IND,25,2,13.8,1.9,4.4,.423,0.4,1.5,.263,1.5,2.9,.507,.468,0.4,0.6,.667,0.4,1.1,1.5,1.6,0.6,0.3,0.8,1.4,4.6
455,Caleb Swanigan\swanica01,PF,22,TOT,27,1,10.7,1.0,1.7,.596,0.0,0.1,.000,1.0,1.7,.622,.596,0.3,0.6,.529,1.0,2.7,3.7,1.1,0.1,0.3,1.4,2.3,2.4
455,Caleb Swanigan\swanica01,PF,22,SAC,7,0,3.3,0.3,0.6,.500,0.0,0.0,,0.3,0.6,.500,.500,0.1,0.3,.500,0.3,0.7,1.0,0.3,0.1,0.3,0.9,1.1,0.7
455,Caleb Swanigan\swanica01,PF,22,POR,20,1,13.3,1.3,2.2,.605,0.0,0.1,.000,1.3,2.1,.634,.605,0.4,0.8,.533,1.3,3.4,4.7,1.5,0.1,0.3,1.6,2.7,3.0
456,Jayson Tatum\tatumja01,PF,21,BOS,60,60,34.6,8.4,18.9,.443,2.8,7.1,.394,5.6,11.8,.472,.517,3.8,4.7,.804,1.0,6.1,7.1,3.0,1.4,0.9,2.2,2.1,23.3
457,Jeff Teague\teaguje01,PG,31,TOT,59,17,24.8,3.6,8.3,.436,0.7,2.0,.368,2.9,6.3,.457,.480,2.9,3.3,.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9
457,Jeff Teague\teaguje01,PG,31,MIN,34,13,27.8,4.3,9.5,.448,1.0,2.6,.379,3.3,7.0,.473,.498,3.7,4.2,.868,0.4,2.1,2.6,6.1,0.7,0.4,2.2,2.1,13.2
457,Jeff Teague\teaguje01,PG,31,ATL,25,4,20.8,2.7,6.6,.412,0.4,1.2,.333,2.3,5.4,.430,.442,1.9,2.1,.887,0.5,1.7,2.2,4.0,0.8,0.2,1.6,1.4,7.7
458,Garrett Temple\templga01,SG,33,BRK,56,31,28.1,3.6,9.4,.376,2.0,6.2,.325,1.5,3.2,.475,.483,1.0,1.3,.767,0.5,2.9,3.4,2.5,0.8,0.5,1.1,1.7,10.1
459,Daniel Theis\theisda01,C,27,BOS,59,58,24.0,3.7,6.7,.559,0.5,1.5,.322,3.3,5.2,.627,.595,1.4,1.8,.759,2.3,4.4,6.6,1.7,0.6,1.3,0.8,3.5,9.4
460,Isaiah Thomas\thomais02,PG,30,WAS,40,37,23.1,4.4,10.7,.408,2.0,4.7,.413,2.4,5.9,.405,.500,1.6,1.9,.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2
461,Khyri Thomas\thomakh01,SG,23,DET,8,0,7.6,0.6,2.1,.294,0.6,1.8,.357,0.0,0.4,.000,.441,0.3,0.5,.500,0.1,0.0,0.1,0.4,0.4,0.0,0.4,1.1,2.1
462,Lance Thomas\thomala01,F,31,BRK,1,1,18.0,2.0,4.0,.500,1.0,2.0,.500,1.0,2.0,.500,.625,1.0,1.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,6.0
463,Matt Thomas\thomama02,SG,25,TOR,33,0,9.7,1.6,3.4,.486,1.1,2.3,.467,0.6,1.1,.528,.644,0.2,0.3,.700,0.2,1.2,1.5,0.5,0.2,0.0,0.4,0.9,4.5
464,Tristan Thompson\thomptr01,C,28,CLE,57,51,30.2,5.1,9.9,.512,0.2,0.4,.391,4.9,9.5,.518,.520,1.7,2.8,.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2,12.0
465,Matisse Thybulle\thybuma01,SG,22,PHI,57,13,19.5,1.7,4.1,.410,0.9,2.5,.352,0.8,1.6,.500,.517,0.4,0.7,.610,0.6,0.9,1.5,1.2,1.4,0.7,0.8,2.1,4.7
466,Anthony Tolliver\tollian01,PF,34,TOT,48,9,15.6,1.1,3.3,.348,0.8,2.6,.323,0.3,0.7,.441,.475,0.4,0.6,.704,0.6,2.2,2.8,0.7,0.3,0.2,0.6,1.4,3.5
466,Anthony Tolliver\tollian01,PF,34,POR,33,9,16.8,1.3,3.5,.368,0.9,2.7,.337,0.4,0.8,.464,.496,0.4,0.6,.684,0.8,2.5,3.3,0.9,0.2,0.3,0.6,1.6,3.9
466,Anthony Tolliver\tollian01,PF,34,SAC,9,0,9.1,0.3,1.9,.176,0.2,1.7,.133,0.1,0.2,.500,.235,0.1,0.2,.500,0.2,1.0,1.2,0.3,0.4,0.1,0.4,0.7,1.0
466,Anthony Tolliver\tollian01,PF,34,MEM,6,0,18.5,1.5,4.0,.375,1.3,3.3,.400,0.2,0.7,.250,.542,0.8,1.0,.833,0.2,2.0,2.2,0.5,0.5,0.2,0.8,0.8,5.2
467,Juan Toscano-Anderson\toscaju01,SF,26,GSW,13,6,20.9,2.2,4.8,.460,0.6,1.8,.348,1.6,3.1,.525,.524,0.2,0.4,.600,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3
468,Karl-Anthony Towns\townska01,C,24,MIN,35,35,33.9,9.0,17.8,.508,3.3,7.9,.412,5.8,9.9,.586,.600,5.1,6.5,.796,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5
469,Gary Trent Jr.\trentga02,SG,21,POR,54,8,20.1,2.9,6.6,.430,1.5,3.8,.398,1.3,2.8,.474,.545,0.6,0.8,.805,0.4,1.3,1.6,1.0,0.7,0.3,0.4,1.4,7.8
470,Allonzo Trier\trieral01,PG,24,NYK,24,1,12.1,2.1,4.4,.481,0.8,2.2,.358,1.3,2.2,.604,.571,1.4,1.8,.791,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5
471,P.J. Tucker\tuckepj01,PF,34,HOU,65,65,34.5,2.5,5.8,.435,1.5,4.0,.373,1.0,1.8,.573,.564,0.6,0.7,.826,1.6,5.3,6.8,1.6,1.1,0.5,1.0,3.3,7.1
472,Rayjon Tucker\tuckera01,SG,22,UTA,14,0,5.6,0.6,1.4,.421,0.0,0.4,.000,0.6,0.9,.615,.421,0.2,0.4,.600,0.1,0.8,0.9,0.1,0.1,0.0,0.2,0.5,1.4
473,Evan Turner\turneev01,PG,31,ATL,19,0,13.2,1.3,3.5,.373,0.0,0.3,.000,1.3,3.3,.403,.373,0.6,0.7,.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3
474,Myles Turner\turnemy01,C,23,IND,55,55,29.6,4.2,9.4,.451,1.4,4.2,.336,2.8,5.2,.542,.525,2.0,2.6,.750,1.3,5.3,6.5,1.1,0.8,2.2,1.2,2.5,11.8
475,Jarrod Uthoff\uthofja01,SF,26,MEM,4,0,3.5,0.3,1.8,.143,0.0,1.0,.000,0.3,0.8,.333,.143,0.5,0.5,1.000,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,1.0
476,Jonas Valančiūnas\valanjo01,C,27,MEM,63,63,26.1,6.2,10.5,.589,0.5,1.3,.375,5.7,9.2,.618,.611,2.1,2.8,.739,3.0,8.1,11.1,1.7,0.4,1.1,1.7,2.6,14.9
477,Denzel Valentine\valende01,SF,26,CHI,36,5,13.6,2.7,6.6,.409,1.3,3.8,.336,1.4,2.8,.510,.506,0.2,0.2,.750,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8
478,Jarred Vanderbilt\vandeja01,SF-PF,20,TOT,11,0,4.2,0.5,0.7,.625,0.0,0.1,.000,0.5,0.6,.714,.625,0.2,0.2,1.000,0.3,0.5,0.8,0.2,0.3,0.1,0.6,0.5,1.1
478,Jarred Vanderbilt\vandeja01,SF,20,DEN,9,0,4.6,0.6,0.8,.714,0.0,0.0,,0.6,0.8,.714,.714,0.0,0.0,,0.3,0.6,0.9,0.2,0.3,0.1,0.8,0.7,1.1
478,Jarred Vanderbilt\vandeja01,PF,20,MIN,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
479,Fred VanVleet\vanvlfr01,PG,25,TOR,48,48,35.8,6.0,14.6,.409,2.7,7.0,.388,3.3,7.6,.430,.503,2.9,3.5,.843,0.4,3.4,3.8,6.6,1.9,0.3,2.3,2.5,17.6
480,Gabe Vincent\vincega01,PG,23,MIA,6,0,7.0,0.7,3.2,.211,0.7,2.7,.250,0.0,0.5,.000,.316,0.0,0.0,,0.0,0.5,0.5,0.5,0.2,0.0,0.0,0.3,2.0
481,Noah Vonleh\vonleno01,C-PF,24,TOT,33,1,11.0,1.5,2.7,.562,0.1,0.5,.200,1.4,2.2,.635,.579,0.7,0.9,.800,1.1,2.6,3.7,0.8,0.3,0.2,0.6,1.2,3.8
481,Noah Vonleh\vonleno01,C,24,MIN,29,1,12.0,1.6,3.0,.547,0.1,0.5,.143,1.6,2.5,.625,.558,0.8,1.0,.821,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.2,4.1
481,Noah Vonleh\vonleno01,PF,24,DEN,4,0,4.3,0.8,0.8,1.000,0.3,0.3,1.000,0.5,0.5,1.000,1.167,0.3,0.5,.500,0.8,1.0,1.8,0.3,0.0,0.0,0.5,0.5,2.0
482,Nikola Vučević\vucevni01,C,29,ORL,55,55,32.5,7.9,16.8,.473,1.5,4.6,.328,6.4,12.2,.528,.518,2.2,2.7,.788,2.4,8.6,11.0,3.8,0.8,0.9,1.4,2.2,19.5
483,Dean Wade\wadede01,PF,23,CLE,12,0,5.9,0.8,1.1,.692,0.2,0.3,.500,0.6,0.8,.778,.769,0.0,0.1,.000,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7
484,Moritz Wagner\wagnemo01,C,22,WAS,38,5,19.0,3.5,6.1,.571,0.6,1.8,.343,2.9,4.3,.665,.621,1.8,2.2,.817,1.4,3.8,5.1,1.3,0.6,0.4,1.5,3.6,9.3
485,Dion Waiters\waitedi01,SG,28,TOT,4,0,15.8,3.8,9.0,.417,2.3,5.8,.391,1.5,3.3,.462,.542,0.0,0.3,.000,0.0,3.5,3.5,1.3,0.0,0.8,0.8,1.8,9.8
485,Dion Waiters\waitedi01,SG,28,MIA,3,0,14.0,3.3,8.7,.385,2.7,5.7,.471,0.7,3.0,.222,.538,0.0,0.3,.000,0.0,3.7,3.7,1.0,0.0,0.7,1.0,1.7,9.3
